SN,Suburb,Category,Business Name,Address,Latitude,Longitude,Short Description,Contact Phone,Contact Email,Website,Rating,Reviews
669,"Stonyfell, SA",restaurants,Australian Wine Classics,"62 Stonyfell Rd, Stonyfell SA 5066",-34.934222,138.679424,,,,,0,0
670,"Lyndoch, SA",restaurants,Captain Barossa Pty Ltd,"1 Menzel Rd, Lyndoch SA 5351",-34.649008,138.923159,,,,,0,0
671,"Robe, SA",restaurants,Karatta Wines Manager,"Penola Rd, Robe SA 5276",-37.165961,139.771257,,,,,0,0
672,"Tea Tree Gully, SA",restaurants,AJs Wine Australia Pty Ltd,"39 Shelley St, Tea Tree Gully SA 5091",-34.817591,138.721344,,,,,0,0
673,"Mansfield Park, SA",restaurants,Pho Minh Restaurant,"86 Wilson St, Mansfield Park SA 5012",-34.85905,138.556354,,,,,0,0
674,"Melrose Park, SA",restaurants,Phu,"172 Daws Rd, Melrose Park SA 5039",-34.992151,138.583412,,,,,0,0
675,"Gladstone, SA",restaurants,Gladstone Hotel,"1 Bondowie St, Gladstone SA 5473",-33.267473,138.358113,,,,,0,0
676,"Kent Town, SA",restaurants,OConnors,"107 King William St, Kent Town SA 5067",-34.918832,138.61907,,,,,0,0
677,"Goolwa, SA",restaurants,Goolwa Fish Cafe,"19 Cadell St, Goolwa SA 5214",-35.501357,138.782073,,,,,0,0
678,"North Adelaide, SA",restaurants,Akasha Fine Foods And Restaurant,"155-157 O'connell St, North Adelaide SA 5006",-34.9,138.59,,,,,0,0
679,"Port Adelaide, SA",restaurants,Building Old 2 New Restoration,"1 Port Rd, Port Adelaide SA 5015",-34.85,138.5,,,,,0,0
680,"Littlehampton, SA",restaurants,Royal Feast,"82 North Tce, Littlehampton SA 5250",-35.048971,138.865372,,,,,0,0
681,"Seaton, SA",restaurants,Pizza Palace,"358 Tapleys Hill Rd, Seaton SA 5023",-34.902421,138.514099,,,,,0,0
682,"Kilburn, SA",restaurants,La Romana Pizzeria,"428 Prospect Rd, Kilburn SA 5084",-34.861542,138.592272,,,,,0,0
683,"Adelaide, SA",restaurants,La Sing Karaoke Restaurant,"261 Gouger St, Adelaide SA 5000",-34.930648,138.58959,,,,,0,0
684,"Adelaide, SA",restaurants,Sui Yuang,"88 Gawler Pl, Adelaide SA 5000",-34.92,138.6,,,,,0,0
685,"Owen, SA",restaurants,Mavs Olives,"Government Rd, Owen SA 5460",-34.27,138.5394,,,,,0,0
686,"North Adelaide, SA",restaurants,Blanc Bistro,"S/31 039 Connell St, North Adelaide SA 5006",-34.9,138.59,,,,,0,0
687,"Brighton, SA",restaurants,Asian Fresh,"430 Brighton Rd, Brighton SA 5048",-35.01,138.52,,,,,0,0
688,"Coffin Bay, SA",restaurants,Aqa Oysters Limited,"3 Nicholson Ave, Coffin Bay SA 5607",-34.624479,135.463626,,,,,0,0
689,"Toorak Gardens, SA",restaurants,Cafe Assiette,"76 Kensington Rd, Toorak Gardens SA 5065",-34.927673,138.633063,,,,,0,0
690,"Morphett Vale, SA",restaurants,Oh Calcutta Restaurant,"171 Main South Rd, Morphett Vale SA 5162",-35.121573,138.522778,,,,,0,0
691,"Ceduna, SA",restaurants,Ocean Rhodes Pty Ltd,"14 Kuhlmann St, Ceduna SA 5690",-32.122192,133.682023,,,,,0,0
692,"Cumberland Park, SA",restaurants,LAtelier Gourmand Bistro,"40 Cumberland Ave, Cumberland Park SA 5041",-34.972789,138.587511,,,,,0,0
693,"Henley Beach, SA",restaurants,Evida Restaurant,"269 Seaview Rd, Henley Beach SA 5022",-34.91,138.49,,,,,0,0
694,"St Morris, SA",restaurants,Happy Corner Restaurant,"441 Magill Rd, St Morris SA 5068",-34.91,138.65,,,,,0,0
695,"Tea Tree Gully, SA",restaurants,Kings Table The,"1328 North East Rd, Tea Tree Gully SA 5091",-34.82127,138.72545,,,,,0,0
696,"Glenelg, SA",restaurants,Glenelg Spices Restaurant,"111 Jetty Rd, Glenelg SA 5045",-34.97988,138.5187,,,,,0,0
697,"Denial Bay, SA",restaurants,Aqa Oysters Limited,"Thistleton Way, Denial Bay SA 5690",-32.093709,133.582925,,,,,0,0
698,"Berri, SA",restaurants,Big River Marina,"Riverview Dr, Berri SA 5343",-34.285802,140.61325,,,,,0,0
699,"Stepney, SA",restaurants,FAQ Fresh And Quick Eaterie  Espresso Bar,"161 Magill Rd, Stepney SA 5069",-34.914937,138.633235,,,,,0,0
700,"Adelaide, SA",restaurants,Natee Thai Restaurant,"54 Pulteney St, Adelaide SA 5000",-34.92,138.6,,,,,0,0
701,"Adelaide, SA",restaurants,Tokyo Ramen,"92 Gawler Pl, Adelaide SA 5000",-34.924768,138.602215,,,,,0,0
702,"Port Adelaide, SA",restaurants,Argo Hellenic Cafe Restaurant,"41 Commercial Rd, Port Adelaide SA 5015",-34.843661,138.505429,,,,,0,0
703,"Adelaide, SA",restaurants,Roll  Roll,"Shop 1 39 Grenfell St, Adelaide SA 5000",-34.92,138.6,,,,,0,0
704,"Glenelg, SA",restaurants,Elegance at the Bay,"85 Jetty Rd, Glenelg SA 5045",-34.980146,138.516836,,,,,0,0
705,"Cowandilla, SA",restaurants,Casalinga Homebake,"30 Jenkins St, Cowandilla SA 5033",-34.933672,138.558153,,,,,0,0
706,"Victor Harbor, SA",restaurants,Rosso Red Pty Ltd,"9 Coral St, Victor Harbor SA 5211",-35.553741,138.622398,,,,,0,0
707,"St Morris, SA",restaurants,De Sate,"Shop 2 437 Magill Rd, St Morris SA 5068",-34.91,138.65,,,,,0,0
708,"Port Pirie, SA",restaurants,Hungry Jacks Port Pirie,"32 Main Rd, Port Pirie SA 5540",-33.18263,138.014666,,,,,0,0
709,"Adelaide, SA",restaurants,New India Restaurant,"167 Hindley St, Adelaide SA 5000",-34.923566,138.593072,,,,,0,0
710,"Mt Gambier, SA",restaurants,Asian Varieties,"54 Gray St, Mt Gambier SA 5290",-37.82536,140.78223,,,,,0,0
711,"Millicent, SA",restaurants,The Shearers Cook Cafe,"1 Kentish Pl, Millicent SA 5280",-37.595701,140.351871,,,,,0,0
712,"Para Hills, SA",restaurants,Pho Para Hills,"521 Bridge Rd, Para Hills SA 5096",-34.79,138.65,,,,,0,0
713,"Adelaide, SA",restaurants,Tangritah Uyghur Shish Kebab Restaurant,"116 Grote St, Adelaide SA 5000",-34.92,138.59,,,,,0,0
714,"Tailem Bend, SA",restaurants,RSL Tailem Bend,"57 Trevena Rd, Tailem Bend SA 5260",-35.251513,139.456169,,,,,0,0
715,"Marion, SA",restaurants,BIG Protein,"Shop 3 746 marion Rd, Marion SA 5043",-35.005252,138.557173,,,,,0,0
716,"Adelaide, SA",restaurants,MBC Lounge  Bistro,"96 North Tce, Adelaide SA 5000",-34.92,138.59,,,,,0,0
717,"Hindmarsh, SA",restaurants,Zagol House East African Cuisine,"199 Port Rd, Hindmarsh SA 5007",-34.904475,138.571763,,,,,0,0
718,"Noarlunga Centre, SA",restaurants,Bean Bar,"121/ Beach Rd, Noarlunga Centre SA 5168",-35.138081,138.496071,,,,,0,0
719,"Mawson Lakes, SA",restaurants,Renno Spice Chinese Restaurant,"Shps4-6/ 42 Garden Tce, Mawson Lakes SA 5095",-34.806875,138.614645,,,,,0,0
720,"Adelaide, SA",restaurants,Taste Baguette Group Pty Ltd,"Shp1/ 212 Rundle St, Adelaide SA 5000",-34.922344,138.607515,,,,,0,0
721,"Penola, SA",restaurants,Whiskas Woolshed,"58 Glen Yallum Rd, Penola SA 5277",-37.378198,140.836924,,,,,0,0
722,"McLaren Flat, SA",restaurants,Currant Shed Restaurant,"Ingoldby Rd, McLaren Flat SA 5171",-35.198284,138.593344,,,,,0,0
723,"Tanunda, SA",restaurants,Murdock Restaurant and Cellar Door,"Magnolia Rd Vine Vale, Tanunda SA 5352",-34.52,138.99,,,,,0,0
724,"Coonawarra, SA",restaurants,Coonawarra Wine Gallery,"Riddoch Hwy, Coonawarra SA 5263",-37.292434,140.839091,,,,,0,0
725,"Bedford Park, SA",restaurants,Maru Japanese and Korean Restaurant,"3/4 Rupert Ave, Bedford Park SA 5042",-35.01,138.56,,,,,0,0
726,"Mansfield Park, SA",restaurants,Vietnamese Walfare Services Incorporated,"1 Irwin St, Mansfield Park SA 5012",-34.861502,138.55479,,,,,0,0
727,"Glenelg, SA",restaurants,Promenade Restaurant,"Moseley Sq, Glenelg SA 5045",-34.980528,138.512075,,,,,0,0
728,"Wynn Vale, SA",restaurants,Pattaya Thai Restaurant,"10 Sunnybrook Dr, Wynn Vale SA 5127",-34.79,138.68,,,,,0,0
729,"Port Adelaide, SA",restaurants,South Australian Wine Group,"1 Butler St, Port Adelaide SA 5015",-34.845615,138.506952,,,,,0,0
730,"Mt Gambier, SA",restaurants,Linksview Bar  Bistro,"Grant Ave, Mt Gambier SA 5290",-37.843801,140.754624,,,,,0,0
731,"Seaton, SA",restaurants,Betel Leaf Cafe,"2 403 Grange Rd, Seaton SA 5023",-34.9,138.52,,,,,0,0
732,"Rosewater, SA",restaurants,Pho Hong Tam,"6/140 Grandjunction Rd, Rosewater SA 5013",-34.85,138.53,,,,,0,0
733,"Adelaide, SA",restaurants,Charcoal Hwaro Korean Bbq,"17 Pitt St, Adelaide SA 5000",-34.92,138.59,,,,,0,0
734,"Magill, SA",restaurants,Amigos Pizzeria Magill,"568 Magill Rd, Magill SA 5072",-34.913015,138.675901,,,,,0,0
735,"Wistow, SA",restaurants,Australian Organic Red Meat Association Inc,"Wellington Rd, Wistow SA 5251",-35.124839,138.902413,,,,,0,0
736,"Middleton, SA",restaurants,The Mill at Middleton,"29 Mill Tce, Middleton SA 5213",-35.508447,138.710038,,,,,0,0
737,"Moonta Bay, SA",restaurants,Moonta Bay Motel And Patio Restaurant,"196 Bay Rd, Moonta Bay SA 5558",-34.05465,137.56352,,,,,0,0
738,"Plympton Park, SA",restaurants,Dack Kee Chinese Restaurant,"57 Bray St, Plympton Park SA 5038",-34.980471,138.548969,,,,,0,0
739,"Coffin Bay, SA",restaurants,Oysterbeds Restaurant The,"61 The Esplanade, Coffin Bay SA 5607",-34.621438,135.465713,,,,,0,0
740,"Norwood, SA",restaurants,Cilantro,"211A The Pde, Norwood SA 5067",-34.92,138.62,,,,,0,0
741,"Hazelwood Park, SA",restaurants,Chapati House,"542 Greenhill Rd, Hazelwood Park SA 5066",-34.938626,138.659598,,,,,0,0
742,"Blair Athol, SA",restaurants,Vietnamese Delights,"89 Florence Ave, Blair Athol SA 5084",-34.850421,138.595978,,,,,0,0
743,"Kensington Park, SA",restaurants,Vintage Decor To Di For,"368 Magill Rd, Kensington Park SA 5068",-34.914365,138.655167,,,,,0,0
744,"Murray Bridge, SA",restaurants,Aays Fresh Herbs,"White Rd, Murray Bridge SA 5253",-35.13847,139.281239,,,,,0,0
745,"Aldgate, SA",restaurants,Aldgate Chinese Restaurant,"Mount Barker Rd, Aldgate SA 5154",-35.013815,138.738709,,,,,0,0
746,"Willunga, SA",restaurants,Three Monkeys Fine Food,"17 High St, Willunga SA 5172",-35.27268,138.555775,,,,,0,0
747,"Pooraka, SA",restaurants,BB Steak House,"849 Main North Rd, Pooraka SA 5095",-34.82,138.61,,,,,0,0
748,"Firle, SA",restaurants,Eating in Italy,"151-161 Glynburn Rd, Firle SA 5070",-34.9,138.65,,,,,0,0
749,"Adelaide, SA",restaurants,China Bar,"52 Hindley St, Adelaide SA 5000",-34.922715,138.597408,,,,,0,0
750,"Paradise, SA",restaurants,Chillies Indian Restaurant,"2 Junction Rd, Paradise SA 5075",-34.872503,138.66099,,,,,0,0
751,"Glenelg, SA",restaurants,Yakumi Japanese Restaurant,"109 Jetty Rd, Glenelg SA 5045",-34.979885,138.518584,,,,,0,0
752,"Stepney, SA",restaurants,Swiss Glory Gourmet,"39 Henry St, Stepney SA 5069",-34.913541,138.62812,,,,,0,0
753,"Campbelltown, SA",restaurants,Prince Room Chinese Restaurant,"509 Lower North East Rd, Campbelltown SA 5074",-34.888114,138.656919,,,,,0,0
754,"Magill, SA",restaurants,Bintang Mas Restaurants Pty Ltd,"556 Magill Rd, Magill SA 5072",-34.91,138.67,,,,,0,0
755,"South Plympton, SA",restaurants,Taste Of South Australia,"631 Tower Tce, South Plympton SA 5038",-34.978259,138.564767,,,,,0,0
756,"Adelaide, SA",restaurants,Itsu Sushi  Desserts,"14 James Pl, Adelaide SA 5000",-34.92,138.6,,,,,0,0
757,"Glynde, SA",restaurants,Nuts About Food,"47 Glynburn Rd, Glynde SA 5070",-34.89416,138.656534,,,,,0,0
758,"Adelaide, SA",restaurants,Tasty Thai,"48-50 Hindley St, Adelaide SA 5000",-34.92,138.59,,,,,0,0
759,"Prospect, SA",restaurants,Arriba Restaurant Group Pty Ltd,"78 Prospect Rd, Prospect SA 5082",-34.889852,138.594175,,,,,0,0
760,"Prospect, SA",restaurants,Viet LAmour,"93 Prospect Rd, Prospect SA 5082",-34.887027,138.594364,,,,,0,0
761,"Underdale, SA",restaurants,Orient Beverage Company Pty Ltd,"140 Ashley St, Underdale SA 5032",-34.918359,138.550903,,,,,0,0
762,"Collinswood, SA",restaurants,Walkerville Produce,"19 Redmond St, Collinswood SA 5081",-34.891008,138.610931,,,,,0,0
763,"St Agnes, SA",restaurants,St Agnes Paradise Pizzeria,"267 Smart Rd, St Agnes SA 5097",-34.832444,138.713987,,,,,0,0
764,"Plympton, SA",restaurants,Suris Finest Indians,"357 Anzac Hwy, Plympton SA 5038",-34.968499,138.547099,,,,,0,0
765,"Gawler, SA",restaurants,The Southern Hotel Gawler,"23 Murray St, Gawler SA 5118",-34.602747,138.749749,,,,,0,0
766,"Clearview, SA",restaurants,Olivers  Skinners,"350 Hampstead Rd, Clearview SA 5085",-34.85071,138.617159,,,,,0,0
767,"Adelaide, SA",restaurants,India,"195 North Tce, Adelaide SA 5000",-34.92,138.6,,,,,0,0
768,"Marleston, SA",restaurants,Chun Mei Trading,"25 Grove Ave, Marleston SA 5033",-34.945187,138.562828,,,,,0,0
769,"McLaren Vale, SA",restaurants,Carmels Cafe Bar  Grill,"250 Main Rd, McLaren Vale SA 5171",-35.210754,138.532197,,,,,0,0
770,"Waikerie, SA",restaurants,Steves Sweets,"22 Mccoy St, Waikerie SA 5330",-34.180967,139.985273,,,,,0,0
771,"Adelaide, SA",restaurants,Casa Bla Bla Restaurant,"12 Leigh St, Adelaide SA 5000",-34.923385,138.597821,,,,,0,0
772,"McLaren Flat, SA",restaurants,Tinlins Wines Pty Ltd,"271 Kangarilla Rd, McLaren Flat SA 5171",-35.205676,138.606787,,,,,0,0
773,"Port MacDonnell, SA",restaurants,Joes Live Lobsters Pty Ltd,"41 Meylin St, Port MacDonnell SA 5291",-38.052716,140.700857,,,,,0,0
774,"Coonawarra, SA",restaurants,Wynns Coonawarra Estate and Cellar Door Sales,"Memorial Dr, Coonawarra SA 5263",-37.29,140.82,,,,,0,0
775,"Tanunda, SA",restaurants,La Buona Vita,"89 Murray St, Tanunda SA 5352",-34.525193,138.95944,,,,,0,0
